Speed Skating: Team Pursuit Men	Denny Morrison	CAN	03:47.3	SILVER
Speed Skating: Team Pursuit Men	Justin Warsylewicz	CAN	03:47.3	SILVER
Speed Skating: Team Pursuit Men	Erben Wennemars	NED	03:44.5	BRONZE
Speed Skating: Team Pursuit Men	Rintje Ritsma	NED	03:44.5	BRONZE
Speed Skating: Team Pursuit Men	Carl Verheijen	NED	03:44.5	BRONZE
Speed Skating: Team Pursuit Men	Mark Tuitert	NED	03:44.5	BRONZE
Speed Skating: Team Pursuit Men	Sven Kramer	NED	03:44.5	BRONZE
Speed Skating: 500m Women	Svetlana Zhurova	RUS	76.57	GOLD
Speed Skating: 500m Women	Wang Manli	CHN	76.78	SILVER
Speed Skating: 500m Women	Ren Hui	CHN	76.87	BRONZE
Speed Skating: 1000m Women	Marianne Timmer	NED	01:16.1	GOLD
Speed Skating: 1000m Women	Cindy Klassen	CAN	01:16.1	SILVER
Speed Skating: 1000m Women	Anna Friesinger	GER	01:16.1	BRONZE
Speed Skating: 1500m Women	Cindy Klassen	CAN	01:55.3	GOLD
Speed Skating: 1500m Women	Kristina Groves	CAN	01:56.7	SILVER
Speed Skating: 1500m Women	Ireen Wüst	NED	01:56.9	BRONZE
Speed Skating: 3000m Women	Ireen Wüst	NED	04:02.4	GOLD
Speed Skating: 3000m Women	Renate Groenevold	NED	04:03.5	SILVER
Speed Skating: 3000m Women	Cindy Klassen	CAN	04:04.4	BRONZE
Speed Skating: 5000m Women	Clara Hughes	CAN	06:59.1	GOLD
Speed Skating: 5000m Women	Claudia Pechstein	GER	07:00.1	SILVER
Speed Skating: 5000m Women	Cindy Klassen	CAN	07:00.6	BRONZE
Speed Skating: Team Pursuit Women	Claudia Pechstein	GER	03:01.3	GOLD
Speed Skating: Team Pursuit Women	Anna Friesinger	GER	03:01.3	GOLD
Speed Skating: Team Pursuit Women	Daniela Anschütz-Thoms	GER	03:01.3	GOLD
Speed Skating: Team Pursuit Women	Sabine Völker	GER	03:01.3	GOLD
Speed Skating: Team Pursuit Women	Lucille Opitz	GER	03:01.3	GOLD
Speed Skating: Team Pursuit Women	Shannon Rempel	CAN	03:02.9	SILVER
Speed Skating: Team Pursuit Women	Kristina Groves	CAN	03:02.9	SILVER
Speed Skating: Team Pursuit Women	Clara Hughes	CAN	03:02.9	SILVER
Speed Skating: Team Pursuit Women	Christine Nesbitt	CAN	03:02.9	SILVER
Speed Skating: Team Pursuit Women	Cindy Klassen	CAN	03:02.9	SILVER
Speed Skating: Team Pursuit Women	Galina Likhachova	RUS		BRONZE
Speed Skating: Team Pursuit Women	Yekaterina Lobysheva	RUS		BRONZE
Speed Skating: Team Pursuit Women	Yekaterina Abramova	RUS		BRONZE
Speed Skating: Team Pursuit Women	Varvara Barysheva	RUS		BRONZE
Speed Skating: Team Pursuit Women	Svetlana Vysokova	RUS		BRONZE
Speed Skating: 500m Short Track Men	Apolo Anton Ohno	USA	41.935	GOLD
Speed Skating: 500m Short Track Men	Francois-Louis Tremblay	CAN	42.002	SILVER
Speed Skating: 500m Short Track Men	Ahn Hyun-Soo	KOR	42.089	BRONZE
Speed Skating: 1000m Short Track Men	Ahn Hyun-Soo	KOR	01:26.7	GOLD
Speed Skating: 1000m Short Track Men	Lee Ho-Suk	KOR	01:26.8	SILVER
Speed Skating: 1000m Short Track Men	Apolo Anton Ohno	USA	01:26.9	BRONZE
Speed Skating: 5000m Short Track Relay Men	Ahn Hyun-Soo	KOR	06:43.4	GOLD
Speed Skating: 5000m Short Track Relay Men	Seo Ho-Jin	KOR	06:43.4	GOLD
Speed Skating: 5000m Short Track Relay Men	Lee Ho-Suk	KOR	06:43.4	GOLD
Speed Skating: 5000m Short Track Relay Men	Song Suk-Woo	KOR	06:43.4	GOLD
Speed Skating: 5000m Short Track Relay Men	Francois-Louis Tremblay	CAN	06:43.7	SILVER
Speed Skating: 5000m Short Track Relay Men	Mathieu Turcotte	CAN	06:43.7	SILVER
Speed Skating: 5000m Short Track Relay Men	Charles Hamelin	CAN	06:43.7	SILVER
Speed Skating: 5000m Short Track Relay Men	Éric Bédard	CAN	06:43.7	SILVER
Speed Skating: 5000m Short Track Relay Men	Alex Izykowski	USA	06:48.0	BRONZE
Speed Skating: 5000m Short Track Relay Men	J.P. Kepka	USA	06:48.0	BRONZE
Speed Skating: 5000m Short Track Relay Men	Apolo Anton Ohno	USA	06:48.0	BRONZE
Speed Skating: 5000m Short Track Relay Men	Rusty Smith	USA	06:48.0	BRONZE
Speed Skating: 1500m Short Track Men	Ahn Hyun-Soo	KOR	02:25.3	GOLD
Speed Skating: 1500m Short Track Men	Lee Ho-Suk	KOR	02:25.6	SILVER
Speed Skating: 1500m Short Track Men	Jiajun Li	CHN	02:26.0	BRONZE
Speed Skating: 500m Short Track Women	Wang Meng	CHN	44.345	GOLD
Speed Skating: 500m Short Track Women	Evgenia Radanova	BUL	44.374	SILVER
Speed Skating: 500m Short Track Women	Anouk Leblanc-Boucher	CAN	44.759	BRONZE
Speed Skating: 1000m Short Track Women	Jin Sun-Yu	KOR	01:32.9	GOLD
Speed Skating: 1000m Short Track Women	Wang Meng	CHN	01:33.1	SILVER
Speed Skating: 1000m Short Track Women	Yang (A) Yang	CHN	01:33.9	BRONZE
Speed Skating: 3000m Short Track Relay Women	Jin Sun-Yu	KOR	04:17.0	GOLD
Speed Skating: 3000m Short Track Relay Women	Eun-Kyung Choi	KOR	04:17.0	GOLD
Speed Skating: 3000m Short Track Relay Women	Byun Chun-Sa	KOR	04:17.0	GOLD
Speed Skating: 3000m Short Track Relay Women	Jeon Da-Hye	KOR	04:17.0	GOLD
Speed Skating: 3000m Short Track Relay Women	Alanna Kraus	CAN	04:17.3	SILVER
Speed Skating: 3000m Short Track Relay Women	Anouk Leblanc-Boucher	CAN	04:17.3	SILVER
Speed Skating: 3000m Short Track Relay Women	Kalyna Roberge	CAN	04:17.3	SILVER
Speed Skating: 3000m Short Track Relay Women	Katia Zini	ITA	04:20.0	BRONZE
Speed Skating: 3000m Short Track Relay Women	Mara Zini	ITA	04:20.0	BRONZE
Speed Skating: 3000m Short Track Relay Women	Marta Capurso	ITA	04:20.0	BRONZE
Speed Skating: 3000m Short Track Relay Women	Arianna Fontana	ITA	04:20.0	BRONZE
Speed Skating: 1500m Short Track Women	Jin Sun-Yu	KOR	02:23.5	GOLD
Speed Skating: 1500m Short Track Women	Eun-Kyung Choi	KOR	02:24.1	SILVER
Speed Skating: 1500m Short Track Women	Wang Meng	CHN	02:24.5	BRONZE
